<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
SBER;60;07/06/24;230000;320.2;320.27;319.52;319.9;781650
SBER;60;10/06/24;100000;320.79;321.98;319.8;320.89;5915610
SBER;60;10/06/24;110000;320.89;321.06;319.53;320.43;2364320
SBER;60;10/06/24;120000;320.42;320.8;318.57;319.44;2606230
SBER;60;10/06/24;130000;319.45;319.71;319;319.28;834930
SBER;60;10/06/24;140000;319.29;319.66;318.5;318.74;1544330
SBER;60;10/06/24;150000;318.75;319.18;318.01;318.16;1596310
SBER;60;10/06/24;160000;318.16;319.45;318.15;319.37;1731360
SBER;60;10/06/24;170000;319.37;319.59;318.5;318.7;1162020
SBER;60;10/06/24;180000;318.71;318.93;317.19;317.25;3010110
SBER;60;10/06/24;190000;317.25;317.25;315.21;316.23;3570400
SBER;60;10/06/24;200000;316.25;317.09;316;316.85;544770
SBER;60;10/06/24;210000;316.85;317.66;316.81;317.48;651280
SBER;60;10/06/24;220000;317.47;317.62;317;317.31;396220
SBER;60;10/06/24;230000;317.3;317.47;317.17;317.28;343620
